subject,jp,kana,meaning,hits,exams,own_hits,own_exams,stem,stem_hits,stem_exams
kiso,環境保全対策,かんきょうほぜんたいさく,(hoàn cảnh bảo toàn đối sách) biện pháp bảo vệ môi trường,3,3,2,2,,0,0
kiso,浸出水処理設備,しんしゅつすいしょりせつび,(tẩm xuất thủy xử lý thiết bị) thiết bị xử lý nước rỉ rác,2,2,2,2,,0,0
kiso,義務付け,ぎむづけ,"(nghĩa vụ phó) bắt buộc, quy định thành nghĩa vụ",29,16,12,6,義務付,12,6
kiso,汚染物質,おせんぶっしつ,(ô nhiễm vật chất) chất ô nhiễm,15,9,8,6,,0,0
kiso,除去,じょきょ,"(trừ khứ) loại bỏ, khử",20,14,9,4,,0,0
kiso,原位置,げんいち,"(nguyên vị trí) tại chỗ, nguyên vị (in-situ)",4,4,1,1,,0,0
kiso,対策措置,たいさくそち,(đối sách thố trí) biện pháp đối phó,1,1,1,1,,0,0
kiso,エネルギー情勢,エネルギーじょうせい,(tình thế) tình hình năng lượng,5,5,5,5,,0,0
kiso,数値,すうち,"(số trị) giá trị số, trị số",95,18,93,16,,0,0
kiso,総発電電力量,そうはつでんでんりょくりょう,(tổng phát điện điện lực lượng) tổng sản lượng điện phát ra,9,4,9,4,,0,0
kiso,再生可能,さいせいかのう,(tái sinh khả năng) có thể tái tạo,48,15,25,10,,0,0
kiso,太陽光発電,たいようこうはつでん,(thái dương quang phát điện) phát điện mặt trời,14,7,9,4,,0,0
kiso,導入量,どうにゅうりょう,"(đạo nhập lượng) lượng đưa vào sử dụng, lượng lắp đặt",6,4,6,4,,0,0
kiso,近年,きんねん,(cận niên) những năm gần đây,33,21,11,8,,0,0
kiso,着実に,ちゃくじつに,"(trước thực) một cách vững chắc, đều đặn",7,7,2,2,着実,2,2
kiso,挙げられる,あげられる,"(cử) được nêu ra, được liệt kê",19,16,4,4,,0,0
kiso,事業用,じぎょうよう,"(sự nghiệp dụng) dùng cho kinh doanh, quy mô thương mại",5,4,5,4,,0,0
kiso,規模,きぼ,(quy mô) quy mô,89,26,15,10,,0,0
kiso,平均,へいきん,(bình quân) trung bình,193,26,121,12,,0,0
kiso,単純,たんじゅん,(đơn thuần) đơn giản,68,26,46,16,,0,0
kiso,風力,ふうりょく,"(phong lực) sức gió, năng lượng gió",26,10,9,4,,0,0
kiso,天候等,てんこうとう,(thiên hậu đẳng) thời tiết v.v.,2,2,2,2,,0,0
kiso,気象環境,きしょうかんきょう,(khí tượng hoàn cảnh) môi trường khí tượng,2,2,2,2,,0,0
kiso,風速,ふうそく,(phong tốc) tốc độ gió,8,5,4,2,,0,0
kiso,乗に比例する,じょうにひれいする,(thừa – tỷ lệ) tỷ lệ với lũy thừa bậc ~,18,9,3,2,乗に比例,3,2
kiso,国名,こくめい,(quốc danh) tên nước,3,3,2,2,,0,0
kiso,組合せ,くみあわせ,"(tổ hợp) tổ hợp, sự kết hợp",296,43,147,16,組合,153,16
kiso,一人当たり,ひとりあたり,(nhất nhân đương) bình quân đầu người,0,0,0,0,一人当,0,0
kiso,相当する,そうとうする,(tương đương) tương đương với,9,8,2,2,相当,9,6
kiso,科学技術の成果,かがくぎじゅつのせいか,(khoa học kỹ thuật – thành quả) thành quả của khoa học kỹ thuật,3,3,3,3,,0,0
kiso,工業的合成,こうぎょうてきごうせい,(công nghiệp đích hợp thành) tổng hợp công nghiệp,2,2,2,2,,0,0
kiso,確立,かくりつ,"(xác lập) xác lập, thiết lập",11,8,5,3,,0,0
kiso,存在,そんざい,(tồn tại) tồn tại,109,40,56,16,,0,0
kiso,改良,かいりょう,"(cải lương) cải tạo, cải tiến",33,18,10,9,,0,0
kiso,科学技術基本計画,かがくぎじゅつきほんけいかく,(khoa học kỹ thuật cơ bản kế hoạch) Kế hoạch cơ bản về khoa học công nghệ,4,3,3,2,,0,0
kiso,特徴的,とくちょうてき,"(đặc trưng đích) mang tính đặc trưng, tiêu biểu",2,2,2,2,,0,0
kiso,年代,ねんだい,"(niên đại) niên đại, thời kỳ, thập niên",25,15,22,12,,0,0
kiso,遺伝子組み換え食品,いでんしくみかえしょくひん,thực phẩm biến đổi gen,2,1,0,0,,0,0
kiso,倫理的,りんりてき,(luân lý đích) mang tính đạo đức,39,16,2,2,,0,0
kiso,法的,ほうてき,(pháp đích) mang tính pháp lý,14,8,2,2,,0,0
kiso,観点,かんてん,"(quan điểm) quan điểm, góc nhìn",28,19,4,2,,0,0
kiso,必要性,ひつようせい,(tất yếu tính) tính cần thiết,13,11,3,2,,0,0
kiso,条件整備,じょうけんせいび,"(điều kiện chỉnh bị) chuẩn bị, hoàn thiện điều kiện",2,2,2,2,,0,0
kiso,図られた,はかられた,"đã được tiến hành, được xúc tiến (dạng bị động của 図る)",3,3,1,1,,0,0
kiso,ポストドクター等1万人支援計画,ポストドクターとういちまんにんしえんけいかく,Chương trình hỗ trợ 1 vạn nghiên cứu viên sau tiến sĩ (chính sách khoa học công nghệ Nhật),0,0,0,0,,0,0
kiso,先駆けた,さきがけた,"đi trước, tiên phong (dạng quá khứ của 先駆ける)",2,2,2,2,先駆,2,2
kiso,超,ちょう,"(siêu) siêu, vượt quá",73,26,9,8,,0,0
kiso,目指す,めざす,"nhắm tới, hướng tới",25,14,8,5,目指,14,8
kiso,姿,すがた,"(tư) hình dáng, bộ dạng, hình ảnh",19,11,2,2,,0,0
kiso,東日本大震災,ひがしにほんだいしんさい,(Đông Nhật Bản đại chấn tai) trận đại động đất Đông Nhật Bản (2011),17,14,9,7,,0,0
kiso,倫理規定,りんりきてい,"(luân lý quy định) quy định đạo đức, quy tắc đạo đức (của tổ chức, hiệp hội, doanh nghiệp...)",3,3,0,0,,0,0
kiso,踏む,ふむ,"dẫm lên, trải qua",0,0,0,0,,0,0
kiso,厳正な,げんせいな,"nghiêm minh, nghiêm túc",5,4,0,0,厳正,0,0
kiso,捏造,ねつぞう,"Ngụy tạo, bịa đặt",6,4,0,0,,0,0
kiso,捏ねる,こねる,"Đòi hỏi, vòi vĩnh, phân bua",0,0,0,0,,0,0
kiso,改ざん,かいざん,"Sự giả mạo, làm giả",14,12,1,1,,0,0
kiso,加担,かたん,"Sự hỗ trợ, đồng lõa",3,3,0,0,,0,0
kiso,担ぐ,かつぐ,"Khiêng vác, lừa bịp mê tín",0,0,0,0,,0,0
kiso,所属,しょぞく,"Nằm trong, thuộc về",43,15,0,0,,0,0
kiso,事態,じたい,Tình hình,6,4,0,0,,0,0
kiso,弊害,へいがい,"Tệ nạn, thói hư, tác hại",2,1,0,0,,0,0
kiso,有償,ゆうしょう,"(hữu thường) có tính phí, có trả tiền (trái nghĩa với 無償)",2,2,0,0,,0,0
kiso,償う,つぐなう,Bồi thường,0,0,0,0,,0,0
kiso,兼業,けんぎょう,Nghề tay trái,4,1,0,0,,0,0
kiso,兼ねる,かねる,"Gồm có, kiêm nhiệm",0,0,0,0,,0,0
kiso,査読,さどく,"(tra độc) bình duyệt, phản biện (bài báo khoa học)",2,1,0,0,,0,0
kiso,辞退,じたい,"Rút lui, từ chối,",1,1,0,0,,0,0
kiso,退く,しりぞく,"Giật lùi, rút về, từ bỏ",0,0,0,0,,0,0
kiso,未公開,みこうかい,"chưa công bố, chưa công khai",2,1,0,0,,0,0
kiso,未だ,いまだ,"Chưa, vẫn",2,2,0,0,,0,0
kiso,名義,めいぎ,"Danh nghĩa, đứng tên chủ tài khoản",2,1,0,0,,0,0
kiso,無償,むしょう,"Miễn phí, không yêu cầu bồi thường",3,3,0,0,,0,0
kiso,甚だしい,はなはだしい,"Mãnh liệt, quá, cực kỳ",0,0,0,0,,0,0
kiso,精製,せいせい,"Tinh chế, làm sạch",1,1,0,0,,0,0
kiso,樹脂,じゅし,"Nhựa dẻo,",1,1,0,0,,0,0
kiso,脂,あぶら,"Nhựa cây, mỡ",54,11,48,8,,0,0
kiso,競合,きょうごう,"Cạnh tranh, xung đột",1,1,0,0,,0,0
kiso,競う,きそう,"Cạnh tranh, ganh đua",0,0,0,0,,0,0
kiso,廃棄,はいき,"Tiêu hủy, loại bỏ",120,31,55,12,,0,0
kiso,棄てる,すてる,"Bỏ, Vứt(捨てる)",0,0,0,0,,0,0
kiso,幹,みき,"Thân cây, phần cốt lõi",30,13,0,0,,0,0
kiso,創る,つくる,"Sáng tạo, thành lập (công ty)",0,0,0,0,,0,0
kiso,形状,けいじょう,Hình thù,67,27,17,11,,0,0
kiso,品種,ひんしゅ,Chủng loại,4,4,1,1,,0,0
kiso,係る,かかる,"Liên quan, liên hệ",78,30,20,7,,0,0
kiso,抗弁,こうべん,"Phản đối, biện hộ",1,1,0,0,,0,0
kiso,免責事由,めんせきじゆう,Nguyên nhân miễn trách,1,1,0,0,,0,0
kiso,特段,とくだん,"Đặc biệt, đáng chú ý",3,3,0,0,,0,0
kiso,細かい,こまかい,Lẻ,2,2,1,1,,0,0
kiso,同定,どうてい,"Sự nhận ra, nhận dạng",5,3,0,0,,0,0
kiso,妥当性,だとうせい,"Tính thỏa đáng, thích hợp",12,9,0,0,,0,0
kiso,辿る,たどる,"Lần theo dấu, trải qua, rơi vào",1,1,0,0,,0,0
kiso,近道,ちかみち,"Đường tắt, lối tắt",1,1,0,0,,0,0
kiso,心身機能,しんしんきのう,Chức năng về tinh thần và thể chất,1,1,0,0,,0,0
kiso,突発的,とっぱつてき,"Đột ngột, bất ngờ, đột xuất",3,3,0,0,,0,0
kiso,感染症,かんせんしょう,Bệnh truyền nhiễm,7,4,0,0,,0,0
kiso,双方,そうほう,"Đôi bên, hai phía",9,8,4,4,,0,0
kiso,廃熱,はいねつ,"Loại bỏ nhiệt, thải nhiệt",3,3,2,2,,0,0
kiso,回生,かいせい,"Hồi sinh, khôi phục",1,1,0,0,,0,0
kiso,永続的,えいぞくてき,"Bền bỉ, dài hạn",3,2,0,0,,0,0
kiso,永い,ながい,Dài lâu,0,0,0,0,,0,0
kiso,高効率,こうこうりつ,Hiệu quả cao,2,2,1,1,,0,0
kiso,正味,しょうみ,"Khối lượng tịnh, công có ích",4,3,2,2,,0,0
kiso,万博,ばんぱく,Hội chợ quốc tế,2,2,1,1,,0,0
kiso,取組,とりくみ,"Nỗ lực, chuyên tâm",98,23,10,4,,0,0
kiso,汎用性,はんようせい,"Tính đa dụng, đa năng (dùng được cho nhiều mục đích)",1,1,0,0,,0,0
kiso,過剰,かじょう,"Vượt quá, dư thừa",9,8,0,0,,0,0
kiso,柔軟性,じゅうなんせい,"Tính mềm dẻo, linh hoạt, kỹ năng mềm",16,6,14,4,,0,0
kiso,訴える,うったえる,"Kêu gọi,yêu cầu, kiện cáo, tác động",1,1,0,0,,0,0
kiso,寛大,かんだい,"Rộng rãi, thoáng, phóng khoáng",7,4,6,3,,0,0
kiso,接近,せっきん,Tiếp cận,6,4,4,3,,0,0
kiso,整合,せいごう,Sự điều chỉnh cho phù hợp,7,6,1,1,,0,0
kiso,整う,ととのう,"Sắp xếp vào trật tự, chuẩn bị",0,0,0,0,,0,0
kiso,終始する,しゅうしする,"Suốt cả buổi, từ đầu đến cuối",1,1,0,0,終始,1,1
kiso,弱者,じゃくしゃ,"Nạn nhân, kẻ yếu",2,2,0,0,,0,0
kiso,事業場外勤務,じぎょうじょうがいきんむ,Làm việc bên ngoài công ty,1,1,0,0,,0,0
kiso,臨機応変,りんきおうへん,"Tích cực, linh hoạt tùy cơ ứng biến",1,1,0,0,,0,0
kiso,離職,りしょく,"Nghỉ việc, thôi việc",0,0,0,0,,0,0
kiso,離れる,はなれる,"Cách ly, chia rời",4,4,1,1,,0,0
kiso,中抜け,なかぬけ,Tạm rời công việc giữa giờ (rồi quay lại làm tiếp),1,1,0,0,中抜,0,0
kiso,明示,めいじ,Trình bày rõ ràng,29,15,4,2,,0,0
kiso,黙る,だまる,"Câm nín, yên lặng",0,0,0,0,,0,0
kiso,黙示,もくし,"Ngụ ý, ẩn ý",1,1,0,0,,0,0
kiso,指揮,しき,Chỉ huy,2,2,0,0,,0,0
kiso,形質,けいしつ,"Đặc trưng, đặc tính",7,3,3,1,,0,0
kiso,付与,ふよ,"Cấp quyền, gán quyền, cấp point mua hàng",9,6,0,0,,0,0
kiso,抱える,かかえる,"Vướng phải, đối mặt với, ôm nợ, mang hành lý",4,3,0,0,,0,0
kiso,作出,さくしゅつ,"Sự tạo mới, phát minh",1,1,0,0,,0,0
kiso,危惧,きぐ,"Sự sợ sệt, sợ hãi, lo lắng tương lai",0,0,0,0,,0,0
kiso,是正,ぜせい,"Chỉnh đốn, duyệt lại",2,1,0,0,,0,0
kiso,繋がる,つながる,"Nối vào, buộc vào, kết nối cảm xúc",2,2,0,0,,0,0
kiso,北欧,ほくおう,Bắc Âu,1,1,1,1,,0,0
kiso,直観的,ちょっかんてき,tính trực quan,6,3,4,2,,0,0
kiso,論理的,ろんりてき,Logic,11,6,10,5,,0,0
kiso,下回る,したまわる,"Giảm xuống, thấp hơn",8,5,6,3,下回,7,3
kiso,偏差,へんさ,"Độ lệch, Sai số",29,10,27,8,,0,0
kiso,正規分布,せいきぶんぷ,"Sự phân phối chuẩn, biểu đồ gauss",21,5,21,5,,0,0
kiso,降伏,こうふく,Chảy dẻo của thép,11,9,6,5,,0,0
kiso,破断,はだん,"Vỡ, gãy, đứt",8,6,5,3,,0,0
kiso,細長い,ほそながい,Thon dài,4,3,4,3,細長,4,3
kiso,直交,ちょっこう,Trực giao toán học,12,7,12,7,,0,0
kiso,縮んで,ちぢんで,"co lại, co ngót (dạng te của 縮む)",1,1,1,1,,0,0
kiso,圧壊,あっかい,"(áp hoại) phá hoại do nén, nén vỡ",1,1,1,1,,0,0
kiso,外形線,がいけいせん,(ngoại hình tuyến) đường bao ngoài (trong bản vẽ),1,1,1,1,,0,0
kiso,想像図,そうぞうず,"(tưởng tượng đồ) hình vẽ phỏng đoán, hình minh họa tưởng tượng",2,1,2,1,,0,0
kiso,可逆,かぎゃく,"(khả nghịch) thuận nghịch, có thể đảo ngược",21,8,6,2,,0,0
kiso,生起確率,せいきかくりつ,(sinh khởi xác suất) xác suất xảy ra,4,3,2,2,,0,0
kiso,標的,ひょうてき,"(tiêu đích) mục tiêu, đích",10,3,9,2,,0,0
kiso,検知,けんち,"(kiểm tri) phát hiện, dò tìm (bằng cảm biến)",3,3,2,2,,0,0
kiso,多層,たそう,"(đa tầng) nhiều lớp, nhiều tầng",2,2,2,2,,0,0
kiso,擬似,ぎじ,"(nghi tự) giả, mô phỏng (pseudo)",1,1,1,1,,0,0
kiso,補数,ほすう,(bổ số) số bù (trong hệ nhị phân),22,2,22,2,,0,0
kiso,進数,しんすう,"(tiến số) hệ đếm, cơ số (2進数: hệ nhị phân)",100,11,100,11,,0,0
kiso,急勾配,きゅうこうばい,"(cấp câu phối) độ dốc lớn, dốc đứng",9,5,3,2,,0,0
kiso,近似,きんじ,"(cận tự) xấp xỉ, gần đúng",35,11,33,9,,0,0
kiso,浮動,ふどう,(phù động) nổi trôi; 浮動小数点: dấu phẩy động,12,7,12,7,,0,0
kiso,桁,けた,"chữ số, hàng (số); dầm (cầu)",72,13,55,9,,0,0
kiso,級数,きゅうすう,(cấp số) chuỗi (toán học),6,3,6,3,,0,0
kiso,硬性,こうせい,(ngạnh tính) tính cứng,0,0,0,0,,0,0
kiso,内心,ないしん,(nội tâm) tâm đường tròn nội tiếp,2,1,2,1,,0,0
kiso,外心,がいしん,(ngoại tâm) tâm đường tròn ngoại tiếp,2,1,2,1,,0,0
kiso,固定端,こていたん,"(cố định đoan) đầu ngàm, đầu cố định",3,3,1,1,,0,0
kiso,摩擦,まさつ,(ma sát) ma sát,75,12,2,2,,0,0
kiso,脱離,だつり,"(thoát ly) tách ra, bong tách; phản ứng tách (hóa học)",1,1,1,1,,0,0
kiso,転位,てんい,(chuyển vị) lệch mạng (khuyết tật tinh thể trong kim loại),1,1,1,1,,0,0
kiso,触媒,しょくばい,(xúc môi) chất xúc tác,5,3,5,3,,0,0
kiso,融点,ゆうてん,(dung điểm) điểm nóng chảy,10,4,10,4,,0,0
kiso,酵母菌,こうぼきん,(diếu mẫu khuẩn) nấm men,4,2,4,2,,0,0
kiso,基質,きしつ,(cơ chất) cơ chất (chất nền của enzyme),4,2,4,2,,0,0
kiso,連鎖反応,れんさはんのう,(liên tỏa phản ứng) phản ứng dây chuyền,5,4,5,4,,0,0
kiso,系統,けいとう,"(hệ thống) hệ thống; dòng, hệ",10,7,3,2,,0,0
kiso,変性,へんせい,(biến tính) biến tính,19,6,19,6,,0,0
kiso,伸長,しんちょう,"(thân trường) sự kéo dài, giãn dài",9,3,9,3,,0,0
kiso,廃,はい,"(phế) phế, bỏ đi (tiền tố: phế thải, phế bỏ)",149,34,77,13,,0,0
kiso,陸域,りくいき,(lục vực) vùng đất liền,7,5,5,3,,0,0
kiso,投棄,とうき,"(đầu khí) sự vứt bỏ, đổ thải (rác, chất thải)",5,4,2,2,,0,0
kiso,清掃,せいそう,"(thanh tảo) quét dọn, vệ sinh",10,8,2,2,,0,0
kiso,議定書,ぎていしょ,(nghị định thư) nghị định thư,11,7,9,5,,0,0
kiso,移入種,いにゅうしゅ,"(di nhập chủng) loài du nhập, loài ngoại lai",6,2,6,2,,0,0
kiso,駆逐,くちく,"(khu trục) xua đuổi, đánh bật",2,2,1,1,,0,0
kiso,動物愛護,どうぶつあいご,(động vật ái hộ) bảo vệ động vật,2,2,2,2,,0,0
kiso,駆除,くじょ,"(khu trừ) tiêu diệt, diệt trừ (sinh vật gây hại)",4,2,4,2,,0,0
kiso,発効,はっこう,"(phát hiệu) có hiệu lực (điều ước, luật)",2,2,2,2,,0,0
kiso,衡平,こうへい,"(hành bình) công bằng, cân bằng lợi ích",3,3,3,3,,0,0
kiso,利便性,りべんせい,(lợi tiện tính) tính tiện lợi,4,4,1,1,,0,0
kiso,在来,ざいらい,"(tại lai) vốn có, bản địa, truyền thống",12,7,7,4,,0,0
kiso,非在来,ひざいらい,(phi tại lai) phi truyền thống (vd: tài nguyên phi truyền thống),2,2,2,2,,0,0
kiso,顕著,けんちょ,"(hiển trứ) rõ rệt, nổi bật",8,7,5,4,,0,0
kiso,明治維新,めいじいしん,(Minh Trị duy tân) cuộc Duy tân Minh Trị,3,1,3,1,,0,0
kiso,手工業,しゅこうぎょう,(thủ công nghiệp) nghề thủ công,4,4,4,4,,0,0
kiso,一式,いっしき,"(nhất thức) một bộ, trọn bộ",1,1,1,1,,0,0
kiso,官僚,かんりょう,"(quan liêu) quan chức, công chức cấp cao",1,1,1,1,,0,0
kiso,種痘,しゅとう,"(chủng đậu) chủng đậu, tiêm vắc-xin đậu mùa",4,2,4,2,,0,0
kiso,周期律,しゅうきりつ,(chu kỳ luật) định luật tuần hoàn (các nguyên tố),2,2,2,2,,0,0
kiso,三極真空管,さんきょくしんくうかん,(tam cực chân không quản) đèn chân không ba cực (triode),2,2,2,2,,0,0
senmon,鉛直,えんちょく,"thẳng đứng, chiều thẳng đứng, phương thẳng đứng",46,11,40,8,,0,0
senmon,間隙比,かんげきひ,(gian khích bỉ) hệ số rỗng,28,10,28,10,,0,0
senmon,粒子密度,りゅうしみつど,(lạp tử mật độ ) Mật độ hạt đất,3,1,3,1,,0,0
senmon,乾燥密度,かんそうみつど,(kền táo mật độ) mật độ khô,16,9,16,9,,0,0
senmon,粒度分布,りゅうどぶんぷ,(lạp độ phân bố) phân bố kích thước hạt,7,4,7,4,,0,0
senmon,透水性,とうすいせい,(thấu thuỷ tính) tính thấm,10,4,10,4,,0,0
senmon,細粒土,さいりゅうど,(tế lạp thổ) Đất hạt mịn,10,6,10,6,,0,0
senmon,含水比,がんすいひ,(hàm thuỷ bỉ)hàm lượng nước,25,9,25,9,,0,0
senmon,飽和度,ほうわど,độ bão hoà,10,4,10,4,,0,0
senmon,構成物,こうせいぶつ,"vật cấu thành, thành phần cấu tạo",1,1,1,1,,0,0
senmon,単位体積当たり,たんいたいせきあたり,tính trên một đơn vị thể tích,4,4,4,4,単位体積当,4,4
senmon,平均質量,へいきんしつりょう,khối lượng trung bình,2,2,1,1,,0,0
senmon,圧密,あつみつ,"Nước thoát ra ngoài, thể tích giảm. Cố kết của đất",93,9,93,9,,0,0
senmon,排出,はいしゅつ,"Thải ra, thoát ra",166,33,27,9,,0,0
senmon,粗い,あらい,"(Thô) thô cục, gồ ghề, lổn nhổn",3,3,1,1,,0,0
senmon,礫,れき,"Đá, sỏi",15,5,15,5,,0,0
senmon,粘土,ねんど,đất sét,32,7,32,7,,0,0
senmon,履歴,りれき,lịch sử,6,5,5,4,,0,0
senmon,推移,すいい,"diễn biến, biến chuyển (theo thời gian)",8,4,5,2,,0,0
senmon,供試体,きょうしたい,mẫu thử (thí nghiệm),17,5,17,5,,0,0
senmon,円柱形,えんちゅうけい,hình trụ tròn,1,1,1,1,,0,0
senmon,保持,ほじ,"(bảo trì) giữ, duy trì",46,22,15,8,,0,0
senmon,算定,さんてい,phép tính,44,13,39,10,,0,0
senmon,初期,しょき,sơ kỳ,27,12,21,6,,0,0
senmon,山体,さんたい,thân núi,1,1,1,1,,0,0
senmon,河床堆積物,かしょうたいせきぶつ,trầm tích đáy sông,4,3,4,3,,0,0
senmon,渓岸,けいがん,bờ khe suối,6,4,6,4,,0,0
senmon,流下,りゅうか,chảy xuống,18,7,18,7,,0,0
senmon,抑制,よくせい,"ức chế, kìm hãm",86,23,61,11,,0,0
senmon,抑止,よくし,ngăn cản,11,10,6,6,,0,0
senmon,簡便,かんべん,giản tiện,6,4,6,4,,0,0
senmon,除した,じょした,chia cho (phép chia),21,13,14,7,,0,0
senmon,円弧,えんこ,cung tròn,6,6,6,6,,0,0
senmon,滑動,かつどう,trượt,11,6,11,6,,0,0
senmon,落石,らくせき,đá rơi,5,1,5,1,,0,0
senmon,防護工,ぼうごこう,"công trình phòng hộ, kết cấu bảo vệ",1,1,1,1,,0,0
senmon,等分布,とうぶんぷ,"(đẳng phân bố) chia đều, phân bố",13,7,11,5,,0,0
senmon,接線,せっせん,Tiếp tuyến,6,4,5,3,,0,0
senmon,折れ曲がる,おれまがる,"uốn cong, bẻ gập",1,1,1,1,折れ曲,1,1
senmon,疲労,ひろう,(Bì lao)hiện tượng mỏi,69,22,42,11,,0,0
senmon,亀裂,きれつ,(Quy liệt)Vết rạn nứt,13,4,13,4,,0,0
senmon,継手,つぎて,"(Kế thủ)Mối nối, khớp nối",43,10,43,10,,0,0
senmon,止端,したん,(Chỉ đoan)Điểm tiếp xúc giữa thép cơ bản và mối hàn,6,2,6,2,,0,0
senmon,滑らか,なめらか,"(Hoạt, cốt)Sự trơn tru, trôi chảy",6,4,6,4,,0,0
senmon,振幅,しんぷく,(Chấn phúc)Biên độ chấn động,15,5,14,4,,0,0
senmon,長短,ちょうたん,"Dài ngắn, điểm mạnh yếu",2,2,2,2,,0,0
senmon,腐食,ふしょく,(Hủ thực)ăn mòn,77,12,55,8,,0,0
senmon,耐候性,たいこうせい,(Đối hậu tính)Tính bền thời tiết,12,5,12,5,,0,0
senmon,添加,てんか,(Thiêm gia) Thêm vào,12,9,7,6,,0,0
senmon,低合金,ていごうきん,(Đê hợp kim)Hợp kim thấp,3,3,3,3,,0,0
senmon,乾湿,かんしつ,(Kiền thấp) độ ẩm và độ khô,4,2,4,2,,0,0
senmon,緻密,ちみつ,"(... Mật) Chính xác, tinh tế, rất chi tiết",9,5,9,5,,0,0
senmon,錆び,さび,Gỉ,3,2,3,2,,0,0
senmon,下地,したじ,"(Hạ địa) nền tảng, lớp nền, bề mặt nền (trước khi sơn/hoàn thiện)",2,2,2,2,,0,0
senmon,亜鉛,あえん,(á duyên) kẽm,18,6,14,4,,0,0
senmon,接触,せっしょく,Tiếp xúc,18,11,17,10,,0,0
senmon,犠牲,ぎせい,"(Hi sinh) Sự hy sinh, phẩm chất hi sinh",12,8,3,3,,0,0
senmon,発揮,はっき,(Phát huy) Sự phát huy,32,18,17,7,,0,0
senmon,担う,になう,"Cáng đáng, gánh vác",20,12,7,5,,0,0
senmon,溶出,ようしゅつ,"(dong xuất) hòa tan thoát ra, tan ra (leaching)",3,2,3,2,,0,0
senmon,皮膜,ひまく,(bì mạc) Màng mỏng,19,5,12,2,,0,0
senmon,厚膜,こうまく,(hậu mạc) Màng dày,4,2,4,2,,0,0
senmon,被覆,ひふく,"(bị phúc) Lớp phủ, lớp bọc bảo vệ (vd: vỏ bọc dây điện, lớp bê tông bảo vệ cốt thép)",29,10,29,10,,0,0
senmon,耐食性,たいしょくせい,Chống ăn mòn,4,4,2,2,,0,0
senmon,港湾,こうわん,(Cảng loan) Bến cảng,23,9,22,8,,0,0
senmon,溶射,ようしゃ,(Dong xạ) phun phủ,13,4,13,4,,0,0
senmon,気孔,きこう,"(Khí khổng)Lỗ thông hơi, lỗ khí",6,4,4,2,,0,0
senmon,封孔,ふうこう,(phong khổng) Niêm phong,2,2,2,2,,0,0
senmon,浸漬,しんし,"(tẩm tí) nhúng chìm xuống, ngâm cho ngấm chất lỏng",2,2,2,2,,0,0
senmon,練上がり,ねりあがり,(Luyện) đã nhào,2,2,2,2,練上,2,2
senmon,細骨材,さいこつざい,(tế cốt liệu) cốt liệu tinh,6,5,6,5,,0,0
senmon,過度,かど,"(quá độ) quá độ, quá mức, bừa bãi",7,7,4,4,,0,0
senmon,所要,しょよう,(sở yếu) sự cần thiết,23,11,20,8,,0,0
senmon,粉体,ふんたい,(Phấn thể)Dạng bột,2,2,2,2,,0,0
senmon,早強,そうきょう,(tảo cường) Sức mạnh sớm,19,6,19,6,,0,0
senmon,凝結,ぎょうけつ,"(Ngưng kết) Sự ngưng kết, ngưng đọng",2,2,2,2,,0,0
senmon,寒中,かんちゅう,(hàn trung) giữa mùa đông,4,2,4,2,,0,0
senmon,中庸,ちゅうよう,"(Trung dung) Ôn hoà, điều độ",8,6,8,6,,0,0
senmon,硫酸塩,りゅうさんえん,(lưu toan diêm) muối sunfat so4,6,4,6,4,,0,0
senmon,既往,きおう,"(kí vãng) Quá khứ, dĩ vãng",2,2,2,2,,0,0
senmon,劣化,れっか,(liệt hoá) Sự giảm cấp,60,20,43,8,,0,0
senmon,凍害,とうがい,(đống hại) Thiệt hại do sương giá,19,9,19,9,,0,0
senmon,凍結,とうけつ,"(Đống kết) Đóng băng, đông cứng",11,8,11,8,,0,0
senmon,融解,ゆうかい,(dung giải) sự tan chảy của vật ở thể rắn,9,8,6,5,,0,0
senmon,繰返す,くりかえす,(sào phản) lặp lại,3,3,3,3,繰返,19,6
senmon,微細,びさい,"(vi tế) bé tí, vụn vặt",13,10,10,8,,0,0
senmon,流水,りゅうすい,"Nước chảy, dòng nước",58,10,58,10,,0,0
senmon,摩耗,まもう,(ma háo) sự mài mòn,13,8,13,8,,0,0
senmon,水和物,すいわぶつ,"(thuỷ hoà vật) hydrat, sản phẩm thủy hóa (hợp chất ngậm nước)",2,1,2,1,,0,0
senmon,陥没,かんぼつ,(hãm một)sự lún,5,5,4,4,,0,0
senmon,市町村,しちょうそん,Thành phố - thị trấn - làng (đơn vị hành chính cấp cơ sở),30,13,27,10,,0,0
senmon,都道府県,とどうふけん,Chính quyền cấp tỉnh,31,11,30,10,,0,0
senmon,審議会,しんぎかい,"(Thẩm nghị hội) hội đồng thẩm định, hội đồng tư vấn",11,7,5,3,,0,0
senmon,大臣,だいじん,(đại thần) Bộ trưởng,26,16,16,7,,0,0
senmon,聴く,きく,"(Thính) nghe, lắng nghe",5,4,5,4,,0,0
senmon,担保,たんぽ,"(Đảm bảo) tài sản thế chấp, khoản thế chấp; sự bảo đảm",7,7,2,2,,0,0
senmon,用地買収,ようちばいしゅう,(Dụng địa mãi thu) giải phóng mặt bằng,3,2,3,2,,0,0
